,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,Type
0,SPY230616P00150000,150.0,USD,1.3900000000000001,0.13,10.31746,2.0,1990.0,1.3,1.44,REGULAR,1686873600,1643909522,0.48499050170898406,False,P
1,SPY230616P00160000,160.0,USD,1.44,0.0,0.0,3.0,719.0,1.55,1.69,REGULAR,1686873600,1643732365,0.47095255615234305,False,P
2,SPY230616P00170000,170.0,USD,1.79,0.0,0.0,1.0,32.0,1.82,1.97,REGULAR,1686873600,1643816769,0.45764702514648403,False,P
3,SPY230616P00180000,180.0,USD,2.0,0.0,0.0,1.0,63.0,2.11,2.27,REGULAR,1686873600,1643831491,0.44446356323242103,False,P
4,SPY230616P00190000,190.0,USD,2.51,0.0,0.0,1.0,20.0,2.45,2.6,REGULAR,1686873600,1641588144,0.43170734313964804,False,P
5,SPY230616P00200000,200.0,USD,2.75,0.0,0.0,5.0,532.0,2.81,2.9699999999999998,REGULAR,1686873600,1643745959,0.41968353759765603,False,P
6,SPY230616P00210000,210.0,USD,3.18,0.0,0.0,9.0,17.0,3.2,3.37,REGULAR,1686873600,1642702245,0.40778180114746104,False,P
7,SPY230616P00215000,215.0,USD,4.25,0.0,0.0,1.0,5.0,3.42,3.59,REGULAR,1686873600,1643137302,0.40216662292480404,False,P
8,SPY230616P00220000,220.0,USD,3.45,0.0,0.0,2.0,1303.0,3.65,3.8200000000000003,REGULAR,1686873600,1643814069,0.39658196197509704,False,P
9,SPY230616P00225000,225.0,USD,5.24,0.0,0.0,1.0,1430.0,3.89,4.06,REGULAR,1686873600,1643131983,0.39105833557128905,False,P
10,SPY230616P00230000,230.0,USD,4.57,0.0,0.0,1.0,14.0,4.15,4.31,REGULAR,1686873600,1642787238,0.385595743713378,False,P
11,SPY230616P00235000,235.0,USD,4.17,0.0,0.0,1.0,5.0,4.4,4.59,REGULAR,1686873600,1643816658,0.38056039367675704,False,P
12,SPY230616P00240000,240.0,USD,4.73,0.0,0.0,10.0,34.0,4.69,4.86,REGULAR,1686873600,1643733185,0.375158836364746,False,P
13,SPY230616P00245000,245.0,USD,4.76,0.0,0.0,17.0,24.0,5.52,5.82,REGULAR,1686873600,1640982091,0.38144539459228505,False,P
14,SPY230616P00250000,250.0,USD,5.16,0.05999994300000001,1.1764694,1.0,250.0,4.03,7.0,REGULAR,1686873600,1643905270,0.38937988555908204,False,P
15,SPY230616P00255000,255.0,USD,6.34,0.0,0.0,3.0,10.0,4.3,7.55,REGULAR,1686873600,1643220105,0.38657229644775304,False,P
16,SPY230616P00260000,260.0,USD,8.84,0.0,0.0,2.0,26.0,4.6,7.8100000000000005,REGULAR,1686873600,1643043238,0.37943125457763605,False,P
17,SPY230616P00265000,265.0,USD,6.47,0.0,0.0,7.0,50.0,5.01,8.22,REGULAR,1686873600,1643295310,0.37427383544921805,False,P
18,SPY230616P00270000,270.0,USD,9.13,0.0,0.0,1.0,2.0,5.41,8.58,REGULAR,1686873600,1643121085,0.36832296722412106,False,P
19,SPY230616P00275000,275.0,USD,6.62,0.0,0.0,220.0,236.0,5.83,9.01,REGULAR,1686873600,1641921063,0.36311977218627906,False,P
20,SPY230616P00280000,280.0,USD,10.26,0.0,0.0,2.0,33.0,6.36,9.42,REGULAR,1686873600,1643131129,0.357550369873046,False,P
21,SPY230616P00285000,285.0,USD,9.41,0.0,0.0,3.0,5.0,6.86,9.88,REGULAR,1686873600,1642790742,0.352423468017578,False,P
22,SPY230616P00290000,290.0,USD,9.01,0.0,0.0,3.0,21.0,7.34,10.32,REGULAR,1686873600,1643649456,0.346930358886718,False,P
23,SPY230616P00295000,295.0,USD,9.13,-2.7699995,-23.277306,10.0,10.0,7.9,9.13,REGULAR,1686873600,1643915313,0.323737231445312,False,P
24,SPY230616P00300000,300.0,USD,8.9,0.0,0.0,201.0,1982.0,9.3,11.43,REGULAR,1686873600,1643821789,0.33791250473022405,False,P
25,SPY230616P00305000,305.0,USD,11.4,0.0,0.0,2.0,4.0,8.66,11.99,REGULAR,1686873600,1643223219,0.333167068786621,False,P
26,SPY230616P00310000,310.0,USD,11.5,0.0,0.0,2.0,176.0,9.23,12.51,REGULAR,1686873600,1643644610,0.32788758056640604,False,P
27,SPY230616P00315000,315.0,USD,11.08,0.0,0.0,215.0,408.0,9.69,13.19,REGULAR,1686873600,1643739640,0.32388981781005804,False,P
28,SPY230616P00320000,320.0,USD,11.36,0.0,0.0,10.0,266.0,10.79,13.84,REGULAR,1686873600,1643746731,0.31943429595947204,False,P
29,SPY230616P00325000,325.0,USD,15.3,0.0,0.0,181.0,150.0,11.6,14.46,REGULAR,1686873600,1642795692,0.314521015014648,False,P
30,SPY230616P00330000,330.0,USD,12.73,0.0,0.0,457.0,1144.0,12.25,14.98,REGULAR,1686873600,1643746784,0.30861592269897403,False,P
31,SPY230616P00335000,335.0,USD,13.46,0.0,0.0,121.0,611.0,12.62,15.68,REGULAR,1686873600,1643746335,0.304038331756591,False,P
32,SPY230616P00340000,340.0,USD,14.6,0.0,0.0,3.0,313.0,13.8,16.42,REGULAR,1686873600,1643813878,0.299582809906005,False,P
33,SPY230616P00345000,345.0,USD,19.03,0.0,0.0,2.0,470.0,14.76,17.25,REGULAR,1686873600,1643212079,0.295600305786132,False,P
