,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,Type
0,SPY220328P00295000,295.0,USD,0.23,0.0,0.0,8.0,69,0.2,0.22,REGULAR,1648425600,1646340600,0.6435582519531251,False,P
1,SPY220328P00300000,300.0,USD,0.24,-0.09000002,-27.272732,20.0,35,0.22,0.24,REGULAR,1648425600,1646328281,0.625980302734375,False,P
2,SPY220328P00305000,305.0,USD,0.35000000000000003,0.0,0.0,1.0,1,0.25,0.27,REGULAR,1648425600,1646069616,0.610843735351562,False,P
3,SPY220328P00310000,310.0,USD,0.34,0.0,0.0,1.0,3,0.28,0.30000000000000004,REGULAR,1648425600,1646242854,0.5947306152343751,False,P
4,SPY220328P00315000,315.0,USD,0.41000000000000003,0.0,0.0,1.0,0,0.31,0.33,REGULAR,1648425600,1646059047,0.57812921875,False,P
5,SPY220328P00320000,320.0,USD,0.38,-0.00999999,-2.5641002999999998,5.0,831,0.34,0.36,REGULAR,1648425600,1646325540,0.56055126953125,False,P
6,SPY220328P00325000,325.0,USD,0.38,-0.020000010000000002,-5.000003,1.0,106,0.38,0.4,REGULAR,1648425600,1646326725,0.544682287597656,False,P
7,SPY220328P00330000,330.0,USD,0.45,0.0,0.0,3.0,31,0.42,0.44,REGULAR,1648425600,1646338050,0.527836752929687,False,P
8,SPY220328P00335000,335.0,USD,0.5,-0.11000001400000001,-18.03279,4.0,95,0.47000000000000003,0.49,REGULAR,1648425600,1646325372,0.511967770996093,False,P
9,SPY220328P00340000,340.0,USD,0.56,-0.060000002000000004,-9.67742,11.0,27,0.52,0.55,REGULAR,1648425600,1646337842,0.49805189453125004,False,P
10,SPY220328P00345000,345.0,USD,0.5700000000000001,-0.22000003,-27.848104,1.0,110,0.58,0.61,REGULAR,1648425600,1646318348,0.48145049804687506,False,P
11,SPY220328P00350000,350.0,USD,0.72,0.01000005,1.4084577999999999,35.0,252,0.66,0.6900000000000001,REGULAR,1648425600,1646338022,0.46655806884765605,False,P
12,SPY220328P00355000,355.0,USD,0.89,0.120000005,15.584416,7.0,213,0.76,0.78,REGULAR,1648425600,1646340395,0.45142150146484306,False,P
13,SPY220328P00360000,360.0,USD,0.98,-0.09000003000000001,-8.411218,1.0,143,0.87,0.9,REGULAR,1648425600,1646324381,0.43774976318359304,False,P
14,SPY220328P00365000,365.0,USD,1.09,0.09000003000000001,9.000004,45.0,84,1.02,1.05,REGULAR,1648425600,1646341116,0.42505457763671806,False,P
15,SPY220328P00370000,370.0,USD,1.09,-0.089999914,-7.6271114,44.0,250,1.2,1.23,REGULAR,1648425600,1646336447,0.41260353027343705,False,P
16,SPY220328P00375000,375.0,USD,1.29,-0.26,-16.774195,1.0,1092,1.42,1.45,REGULAR,1648425600,1646319141,0.40064075927734305,False,P
17,SPY220328P00380000,380.0,USD,1.79,0.049999952,2.8735604,51.0,840,1.6800000000000002,1.73,REGULAR,1648425600,1646339064,0.38989867919921806,False,P
18,SPY220328P00382000,382.0,USD,1.74,0.0,0.0,40.0,351,1.8,1.85,REGULAR,1648425600,1646246063,0.38513798461914,False,P
19,SPY220328P00384000,384.0,USD,2.01,-0.49,-19.6,16.0,131,1.94,1.99,REGULAR,1648425600,1646337183,0.38104867004394505,False,P
20,SPY220328P00385000,385.0,USD,2.14,0.19000006,9.743592,24.0,350,2.01,2.06,REGULAR,1648425600,1646322022,0.378790391845703,False,P
21,SPY220328P00386000,386.0,USD,1.83,-3.23,-63.833992,1.0,7,2.08,2.14,REGULAR,1648425600,1646331320,0.37695935546875,False,P
22,SPY220328P00388000,388.0,USD,3.01,0.0,0.0,24.0,26,2.24,2.3,REGULAR,1648425600,1646236467,0.372747971801757,False,P
23,SPY220328P00390000,390.0,USD,2.1,-0.19000006,-8.296946,228.0,461,2.41,2.48,REGULAR,1648425600,1646332233,0.368902795410156,False,P
24,SPY220328P00392000,392.0,USD,2.27,-1.04,-31.419939,11.0,65,2.59,2.66,REGULAR,1648425600,1646334198,0.364508308105468,False,P
25,SPY220328P00394000,394.0,USD,2.6,-0.2900002,-10.034609,9.0,133,2.79,2.86,REGULAR,1648425600,1646320006,0.360418993530273,False,P
26,SPY220328P00395000,395.0,USD,3.15,0.47000003,17.537313,6.0,248,2.9,2.9699999999999998,REGULAR,1648425600,1646341126,0.35852692260742103,False,P
27,SPY220328P00396000,396.0,USD,3.13,-0.7099998,-18.489578,37.0,12,3.0,3.08,REGULAR,1648425600,1646337656,0.356512782592773,False,P
28,SPY220328P00398000,398.0,USD,3.51,0.51,17.0,208.0,90,3.23,3.31,REGULAR,1648425600,1646341126,0.352362433471679,False,P
29,SPY220328P00400000,400.0,USD,3.67,0.21000004,6.069365,899.0,2209,3.48,3.56,REGULAR,1648425600,1646341226,0.348334153442382,False,P
30,SPY220328P00402000,402.0,USD,3.87,-0.21000004,-5.14706,29.0,214,3.74,3.8200000000000003,REGULAR,1648425600,1646338819,0.344000700683593,False,P
31,SPY220328P00404000,404.0,USD,4.3,0.45000029999999996,11.688319,16.0,45,4.02,4.1,REGULAR,1648425600,1646341061,0.339728282470703,False,P
32,SPY220328P00405000,405.0,USD,4.49,0.59999967,15.424156,22.0,270,4.17,4.25,REGULAR,1648425600,1646341107,0.337653107910156,False,P
33,SPY220328P00406000,406.0,USD,4.65,0.34000015,7.8886347,177.0,284,4.32,4.41,REGULAR,1648425600,1646341107,0.33576103698730403,False,P
34,SPY220328P00408000,408.0,USD,5.01,0.71000004,16.511627,181.0,159,4.65,4.73,REGULAR,1648425600,1646341126,0.33136654968261703,False,P
35,SPY220328P00410000,410.0,USD,5.09,0.47000027,10.173166,169.0,491,4.99,5.08,REGULAR,1648425600,1646341673,0.327216200561523,False,P
36,SPY220328P00412000,412.0,USD,6.05,1.1400003,23.21793,46.0,121,5.35,5.44,REGULAR,1648425600,1646340367,0.32263860961914004,False,P
37,SPY220328P00414000,414.0,USD,5.48,-2.1999998,-28.645832,4.0,42,5.74,5.84,REGULAR,1648425600,1646329819,0.318488260498046,False,P
38,SPY220328P00415000,415.0,USD,6.54,1.0700002,19.561247,83.0,135,5.95,6.04,REGULAR,1648425600,1646339833,0.316107913208007,False,P
39,SPY220328P00416000,416.0,USD,6.12,-0.03000021,-0.4878083,21.0,111,6.16,6.25,REGULAR,1648425600,1646327393,0.31378860046386703,False,P
40,SPY220328P00418000,418.0,USD,7.16,1.06,17.377048,24.0,296,6.6,6.7,REGULAR,1648425600,1646323357,0.30939411315917903,False,P
41,SPY220328P00420000,420.0,USD,7.16,0.44000006,6.5476203,120.0,417,7.07,7.17,REGULAR,1648425600,1646341673,0.30472497039794905,False,P
42,SPY220328P00422000,422.0,USD,6.76,-0.15999985,-2.3121364,7.0,159,7.5600000000000005,7.67,REGULAR,1648425600,1646329027,0.29999479309082,False,P
43,SPY220328P00424000,424.0,USD,7.26,-0.20999956,-2.811239,4.0,109,8.1,8.2,REGULAR,1648425600,1646331619,0.29511202941894504,False,P
44,SPY220328P00425000,425.0,USD,9.06,0.9900007,12.267668,130.0,158,8.37,8.48,REGULAR,1648425600,1646340242,0.29270116485595704,False,P
45,SPY220328P00426000,426.0,USD,7.73,-0.26999998000000003,-3.3749998,6.0,58,8.66,8.77,REGULAR,1648425600,1646334783,0.29029030029296804,False,P
46,SPY220328P00427000,427.0,USD,8.75,-0.13000011,-1.4639652,6.0,24,8.96,9.07,REGULAR,1648425600,1646327536,0.28790995300292904,False,P
47,SPY220328P00428000,428.0,USD,10.29,1.4899998,16.931816,27.0,389,9.26,9.37,REGULAR,1648425600,1646340306,0.285285467529296,False,P
48,SPY220328P00429000,429.0,USD,8.82,-0.15000057,-1.672247,2.0,42,9.57,9.69,REGULAR,1648425600,1646320276,0.282905120239257,False,P
49,SPY220328P00430000,430.0,USD,10.34,1.29,14.254143,461.0,556,9.9,10.02,REGULAR,1648425600,1646340854,0.28046373840332,False,P
50,SPY220328P00431000,431.0,USD,9.43,0.0,0.0,29.0,62,10.23,10.35,REGULAR,1648425600,1646245341,0.277778218383789,False,P
51,SPY220328P00432000,432.0,USD,11.69,1.6599998,16.550346,56.0,263,10.58,10.7,REGULAR,1648425600,1646340306,0.275336836547851,False,P
52,SPY220328P00433000,433.0,USD,12.12,1.6199998999999998,15.42857,31.0,46,10.93,11.05,REGULAR,1648425600,1646340377,0.272590281982421,False,P
53,SPY220328P00434000,434.0,USD,11.42,0.8699998999999999,8.246444,17.0,79,11.3,11.42,REGULAR,1648425600,1646325880,0.270026831054687,False,P
54,SPY220328P00435000,435.0,USD,12.22,0.9900007,8.815679,154.0,324,11.69,11.81,REGULAR,1648425600,1646341169,0.267646483764648,False,P
55,SPY220328P00436000,436.0,USD,12.18,0.42000008,3.571429,140.0,100,12.08,12.2,REGULAR,1648425600,1646341760,0.264960963745117,True,P
56,SPY220328P00437000,437.0,USD,13.2,1.2699995,10.645428,112.0,137,12.48,12.61,REGULAR,1648425600,1646340906,0.262458547363281,True,P
57,SPY220328P00438000,438.0,USD,13.45,1.0,8.032129,54.0,33,12.91,13.03,REGULAR,1648425600,1646340814,0.25989509643554604,True,P
58,SPY220328P00439000,439.0,USD,14.16,1.5500002,12.291834,48.0,18,13.34,13.47,REGULAR,1648425600,1646340917,0.25745371459960903,True,P
59,SPY220328P00440000,440.0,USD,15.2,2.21,17.013088,21.0,45,13.79,13.92,REGULAR,1648425600,1646340372,0.254920780944824,True,P
60,SPY220328P00441000,441.0,USD,14.4,0.0,0.0,7.0,12,14.26,14.38,REGULAR,1648425600,1645813377,0.25229629547119103,True,P
61,SPY220328P00442000,442.0,USD,15.5,1.9700003,14.560239,17.0,16,14.74,14.86,REGULAR,1648425600,1646338333,0.24976336181640602,True,P
62,SPY220328P00443000,443.0,USD,14.1,-2.9099998,-17.107582,5.0,2,14.9,15.65,REGULAR,1648425600,1646320409,0.25391371093750004,True,P
63,SPY220328P00444000,444.0,USD,14.87,-0.21000004,-1.3925732,1.0,7,15.45,16.12,REGULAR,1648425600,1646330901,0.250556810913085,True,P
64,SPY220328P00445000,445.0,USD,15.2,-0.3699999,-2.3763642,4.0,13,15.9,16.72,REGULAR,1648425600,1646333369,0.24982439636230402,True,P
