,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,Type
0,SPY220316P00320000,320.0,USD,0.11,-0.040000007000000004,-26.666672,105.0,296,0.11,0.12,REGULAR,1647388800,1646336157,0.67187828125,False,P
1,SPY220316P00325000,325.0,USD,0.11,-0.060000002000000004,-35.294117,22.0,9,0.12,0.14,REGULAR,1647388800,1646334896,0.6503941210937499,False,P
2,SPY220316P00330000,330.0,USD,0.17,0.17,,269.0,15,0.15,0.16,REGULAR,1647388800,1646340936,0.6337927246093751,False,P
3,SPY220316P00335000,335.0,USD,0.18,-0.049999997000000004,-21.739128,230.0,1250,0.17,0.18,REGULAR,1647388800,1646341815,0.6132851171875,False,P
4,SPY220316P00340000,340.0,USD,0.24,0.0,0.0,42.0,188,0.19,0.2,REGULAR,1647388800,1646340589,0.590824404296875,False,P
5,SPY220316P00345000,345.0,USD,0.2,-0.08999999,-31.03448,12.0,128,0.23,0.24,REGULAR,1647388800,1646335232,0.5747112841796871,False,P
6,SPY220316P00350000,350.0,USD,0.24,-0.060000017,-20.000004,51.0,702,0.26,0.27,REGULAR,1647388800,1646335232,0.553227124023437,False,P
7,SPY220316P00355000,355.0,USD,0.35000000000000003,-0.050000012,-12.500003,17.0,444,0.30000000000000004,0.31,REGULAR,1647388800,1646338613,0.53320779296875,False,P
8,SPY220316P00360000,360.0,USD,0.38,-0.00999999,-2.5641002999999998,30.0,637,0.35000000000000003,0.36,REGULAR,1647388800,1646340744,0.514165014648437,False,P
9,SPY220316P00365000,365.0,USD,0.44,-0.00999999,-2.2222201999999998,23.0,963,0.4,0.42,REGULAR,1647388800,1646341175,0.49561051269531203,False,P
10,SPY220316P00370000,370.0,USD,0.5,-0.00999999,-1.9607825,24.0,1480,0.47000000000000003,0.49,REGULAR,1647388800,1646339386,0.47607945800781204,False,P
11,SPY220316P00375000,375.0,USD,0.67,0.08000004000000001,13.55933,22.0,2234,0.56,0.58,REGULAR,1647388800,1646339833,0.45728081787109304,False,P
12,SPY220316P00380000,380.0,USD,0.8200000000000001,0.120000005,17.142859,36.0,2861,0.68,0.6900000000000001,REGULAR,1647388800,1646339835,0.43848217773437503,False,P
