,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,Type
0,SPY231215P00150000,150.0,USD,1.9,-0.05000007,-2.5641062,3.0,9376.0,1.9,2.09,REGULAR,1702598400,1643915556,0.44287666503906203,False,P
1,SPY231215P00155000,155.0,USD,2.05,0.0,0.0,7.0,4900.0,2.06,2.26,REGULAR,1702598400,1643830490,0.436773210449218,False,P
2,SPY231215P00160000,160.0,USD,2.86,0.0,0.0,4.0,106.0,2.24,2.45,REGULAR,1702598400,1643398028,0.431158032226562,False,P
3,SPY231215P00165000,165.0,USD,2.7800000000000002,0.0,0.0,1.0,25.0,2.43,2.64,REGULAR,1702598400,1643210322,0.42535975036621104,False,P
4,SPY231215P00170000,170.0,USD,2.6,0.0,0.0,1.0,6.0,2.62,2.83,REGULAR,1702598400,1642180664,0.41943939941406205,False,P
5,SPY231215P00175000,175.0,USD,3.23,0.0,0.0,1.0,3273.0,2.83,3.04,REGULAR,1702598400,1643210322,0.41388525573730406,False,P
6,SPY231215P00180000,180.0,USD,3.1,0.0,0.0,1.0,18.0,3.04,3.25,REGULAR,1702598400,1643727582,0.40820904296875,False,P
7,SPY231215P00185000,185.0,USD,3.14,0.0,0.0,15.0,2851.0,3.26,3.48,REGULAR,1702598400,1643831040,0.40289903747558603,False,P
8,SPY231215P00190000,190.0,USD,4.79,0.0,0.0,7.0,295.0,3.49,3.71,REGULAR,1702598400,1643037163,0.39743644561767505,False,P
9,SPY231215P00195000,195.0,USD,3.94,0.0,0.0,2.0,472.0,3.74,3.96,REGULAR,1702598400,1643652485,0.39227902648925705,False,P
10,SPY231215P00200000,200.0,USD,3.85,0.0,0.0,7.0,1730.0,3.99,4.14,REGULAR,1702598400,1643835502,0.38550419189453106,False,P
11,SPY231215P00205000,205.0,USD,5.59,0.0,0.0,1.0,261.0,4.27,4.49,REGULAR,1702598400,1643133314,0.382086257324218,False,P
12,SPY231215P00210000,210.0,USD,5.37,0.0,0.0,2.0,155.0,4.55,4.77,REGULAR,1702598400,1643383324,0.37708142456054605,False,P
13,SPY231215P00215000,215.0,USD,4.57,0.0,0.0,8.0,225.0,4.84,5.06,REGULAR,1702598400,1643830332,0.372107109069824,False,P
14,SPY231215P00220000,220.0,USD,4.83,0.0,0.0,3.0,753.0,5.14,5.36,REGULAR,1702598400,1643833368,0.36716331085205,False,P
15,SPY231215P00225000,225.0,USD,5.18,0.0,0.0,8.0,244.0,5.47,5.69,REGULAR,1702598400,1643830332,0.36258571990966704,False,P
16,SPY231215P00230000,230.0,USD,5.51,0.0,0.0,93.0,497.0,5.82,6.03,REGULAR,1702598400,1643835963,0.357977611694335,False,P
17,SPY231215P00235000,235.0,USD,6.42,0.0,0.0,2.0,119.0,5.76,6.74,REGULAR,1702598400,1643305569,0.358465888061523,False,P
18,SPY231215P00240000,240.0,USD,6.75,-0.25,-3.5714285,5.0,860.0,6.21,7.4,REGULAR,1702598400,1643911801,0.357611404418945,False,P
19,SPY231215P00245000,245.0,USD,6.33,0.0,0.0,1.0,39.0,6.54,7.57,REGULAR,1702598400,1642014829,0.350104155273437,False,P
20,SPY231215P00250000,250.0,USD,7.5,0.46000004,6.5340915,2.0,1744.0,6.69,8.13,REGULAR,1702598400,1643911530,0.34741863525390604,False,P
21,SPY231215P00255000,255.0,USD,7.27,0.0,0.0,1.0,188.0,7.3,8.83,REGULAR,1702598400,1642193376,0.346030099334716,False,P
22,SPY231215P00260000,260.0,USD,9.2,0.0,0.0,1.0,560.0,7.71,9.16,REGULAR,1702598400,1643209267,0.34018604156494103,False,P
23,SPY231215P00265000,265.0,USD,10.9,0.0,0.0,5.0,401.0,7.79,9.62,REGULAR,1702598400,1643384353,0.335700002441406,False,P
24,SPY231215P00270000,270.0,USD,9.34,0.0,0.0,1.0,2588.0,8.64,10.19,REGULAR,1702598400,1643737843,0.33219051605224603,False,P
25,SPY231215P00275000,275.0,USD,11.23,3.4199996,43.79001,46.0,2830.0,9.18,10.78,REGULAR,1702598400,1643911311,0.32868102966308504,False,P
26,SPY231215P00280000,280.0,USD,12.0,0.0,0.0,5.0,1409.0,9.71,11.39,REGULAR,1702598400,1643386629,0.32514102600097605,False,P
27,SPY231215P00285000,285.0,USD,10.97,0.5300007,5.0766354,2.0,1841.0,9.51,11.96,REGULAR,1702598400,1643914612,0.32106697006225504,False,P
28,SPY231215P00290000,290.0,USD,13.23,0.0,0.0,2.0,7320.0,10.37,12.81,REGULAR,1702598400,1642778502,0.319251192321777,False,P
29,SPY231215P00295000,295.0,USD,11.68,0.0,0.0,41.0,3175.0,10.59,13.61,REGULAR,1702598400,1643746822,0.31671825866699205,False,P
30,SPY231215P00300000,300.0,USD,11.91,0.0,0.0,36.0,4500.0,11.22,14.11,REGULAR,1702598400,1643832566,0.31151506362915005,False,P
31,SPY231215P00305000,305.0,USD,10.75,0.0,0.0,15.0,2485.0,11.94,15.1,REGULAR,1702598400,1643833226,0.310034975891113,False,P
32,SPY231215P00310000,310.0,USD,13.67,0.0,0.0,40.0,3514.0,12.39,15.75,REGULAR,1702598400,1643746822,0.305686264495849,False,P
33,SPY231215P00315000,315.0,USD,18.13,0.0,0.0,1.0,1871.0,13.12,15.99,REGULAR,1702598400,1643382946,0.29824004989624003,False,P
34,SPY231215P00320000,320.0,USD,15.0,0.0,0.0,1.0,3458.0,13.91,17.27,REGULAR,1702598400,1643829559,0.298179015350341,False,P
35,SPY231215P00325000,325.0,USD,16.24,-0.5,-2.986858,4.0,3831.0,14.7,18.04,REGULAR,1702598400,1643901615,0.29424228713989203,False,P
36,SPY231215P00330000,330.0,USD,17.08,0.19000053,1.1249292,4.0,3977.0,15.53,17.99,REGULAR,1702598400,1643901615,0.28471326866149804,False,P
37,SPY231215P00335000,335.0,USD,17.03,0.0,0.0,24.0,4510.0,16.37,19.58,REGULAR,1702598400,1643833227,0.28590344230651804,False,P
38,SPY231215P00340000,340.0,USD,18.06,0.0,0.0,6.0,2917.0,17.42,20.57,REGULAR,1702598400,1643825836,0.282889861602783,False,P
39,SPY231215P00345000,345.0,USD,20.5,0.0,0.0,7.0,1604.0,18.3,21.49,REGULAR,1702598400,1643728274,0.279243047485351,False,P
40,SPY231215P00350000,350.0,USD,20.08,0.0,0.0,72.0,3488.0,19.31,22.5,REGULAR,1702598400,1643823763,0.27596244064331005,False,P
41,SPY231215P00355000,355.0,USD,27.49,0.0,0.0,1.0,327.0,20.33,23.67,REGULAR,1702598400,1643034894,0.273383731079101,False,P
42,SPY231215P00360000,360.0,USD,23.3,1.8999996000000001,8.878504,31.0,1871.0,21.41,24.63,REGULAR,1702598400,1643899766,0.269416485595703,False,P
43,SPY231215P00365000,365.0,USD,23.6,0.0,0.0,4.0,600.0,22.51,25.84,REGULAR,1702598400,1643813014,0.26663941375732403,False,P
44,SPY231215P00370000,370.0,USD,24.54,0.0,0.0,59.0,803.0,23.66,27.0,REGULAR,1702598400,1643747033,0.263374065551757,False,P
45,SPY231215P00375000,375.0,USD,26.77,0.9200001,3.5589945,6.0,943.0,25.23,28.29,REGULAR,1702598400,1643910948,0.260581735076904,False,P
46,SPY231215P00380000,380.0,USD,27.81,0.0,0.0,5.0,1405.0,26.57,29.48,REGULAR,1702598400,1643735217,0.25705699005126903,False,P
47,SPY231215P00385000,385.0,USD,27.32,0.0,0.0,12.0,1592.0,27.62,30.64,REGULAR,1702598400,1643830816,0.25318892570495605,False,P
48,SPY231215P00390000,390.0,USD,30.7,2.1500015,7.5306535,5.0,1978.0,29.08,32.08,REGULAR,1702598400,1643907936,0.250495776367187,False,P
49,SPY231215P00395000,395.0,USD,30.0,0.0,0.0,41.0,1040.0,30.47,33.5,REGULAR,1702598400,1643832976,0.24748219566345203,False,P
50,SPY231215P00400000,400.0,USD,33.5,2.0499992,6.5182804999999995,5.0,3595.0,31.92,34.86,REGULAR,1702598400,1643907953,0.243957450637817,False,P
51,SPY231215P00405000,405.0,USD,33.71,0.0,0.0,1.0,604.0,33.32,36.34,REGULAR,1702598400,1643747455,0.24077602493286102,False,P
52,SPY231215P00410000,410.0,USD,34.2,-0.70000076,-2.0057328,2.0,1366.0,34.85,37.83,REGULAR,1702598400,1643903890,0.23741912490844702,False,P
53,SPY231215P00415000,415.0,USD,38.79,0.0,0.0,10.0,1279.0,36.43,39.4,REGULAR,1702598400,1643746822,0.23419192329406702,False,P
54,SPY231215P00420000,420.0,USD,36.66,0.0,0.0,2.0,2159.0,38.03,41.09,REGULAR,1702598400,1643833362,0.23126226509094203,False,P
55,SPY231215P00425000,425.0,USD,38.18,0.0,0.0,6.0,1223.0,39.96,42.93,REGULAR,1702598400,1643833226,0.228736960754394,False,P
56,SPY231215P00430000,430.0,USD,44.7,0.0,0.0,7.0,784.0,41.53,44.56,REGULAR,1702598400,1643651241,0.22505200004577602,False,P
57,SPY231215P00435000,435.0,USD,43.7,0.0,0.0,12.0,783.0,43.36,46.73,REGULAR,1702598400,1643748459,0.22341932594299302,False,P
58,SPY231215P00440000,440.0,USD,44.66,0.0,0.0,37.0,1359.0,45.18,48.5,REGULAR,1702598400,1643823763,0.21982591705322202,False,P
59,SPY231215P00445000,445.0,USD,48.63,3.1800003,6.9967003,7.0,1163.0,47.1,50.45,REGULAR,1702598400,1643914699,0.216728413848876,False,P
60,SPY231215P00450000,450.0,USD,50.9,3.0600014,6.3963237,12.0,1026.0,49.16,52.32,REGULAR,1702598400,1643910615,0.21302819450378402,True,P
61,SPY231215P00455000,455.0,USD,52.9,3.4900017,7.063351,3.0,7406.0,51.29,53.5,REGULAR,1702598400,1643907996,0.20623047195434502,True,P
62,SPY231215P00460000,460.0,USD,53.61,2.3500023,4.584476,1.0,15288.0,53.09,56.48,REGULAR,1702598400,1643901040,0.206543274002075,True,P
63,SPY231215P00465000,465.0,USD,54.0,0.0,0.0,2.0,744.0,55.6,58.58,REGULAR,1702598400,1643832745,0.202949865112304,True,P
64,SPY231215P00470000,470.0,USD,57.0,0.0,0.0,3.0,639.0,57.72,61.08,REGULAR,1702598400,1643821615,0.20069158691406203,True,P
65,SPY231215P00475000,475.0,USD,62.27,1.2700005,2.081968,5.0,593.0,60.07,63.61,REGULAR,1702598400,1643910948,0.19825020507812502,True,P
66,SPY231215P00480000,480.0,USD,75.93,0.0,0.0,1.0,626.0,62.54,66.21,REGULAR,1702598400,1643383779,0.195778305969238,True,P
67,SPY231215P00485000,485.0,USD,72.95,0.0,0.0,1.0,301.0,65.0,68.48,REGULAR,1702598400,1642789033,0.19162032752990701,True,P
68,SPY231215P00490000,490.0,USD,86.49,0.0,0.0,1.0,73.0,67.55,71.15,REGULAR,1702598400,1643042276,0.188766962509155,True,P
69,SPY231215P00495000,495.0,USD,88.22,0.0,0.0,2.0,121.0,70.33,73.99,REGULAR,1702598400,1643123595,0.18628743408203102,True,P
70,SPY231215P00500000,500.0,USD,72.0,0.0,0.0,1.0,3721.0,73.21,76.89,REGULAR,1702598400,1643820396,0.18370872451782203,True,P
71,SPY231215P00505000,505.0,USD,98.0,0.0,0.0,1.0,38.0,76.1,79.69,REGULAR,1702598400,1643043046,0.180336565856933,True,P
